"nr";"GEMMA-naam";"GGM-naam";"GEMMA-guid";"GGM-guid";"GEMMA-type";"GGM-uml-type";"archimate_type";"GEMMA-definitie";"GGM-definitie";"GEMMA-toelichting";"GGM-toelichting";"GEMMA-synoniemen";"GGM-synoniemen";"GEMMA-bron";"GGM-bron";"GEMMA-url";"GEMMA-alternate-name";"GEMMA-subtypes";"domein-iv3";"domein-dcat";"Datum-tijd-export"
"756";"";"Prijzenboek";"";"EAID_F1489610_1E50_4328_8CD8_F41E9CE0C0D8";"";"class";"";"";"Beschrijving van gangbare onderhoudsactiviteiten met de bijbehorende, actuele prijzen en normen voor de uitvoering.";"";"";"";"";"";"";"";"";"";"9 Interne Organisatie > ICT";"";"09072026-00:43:48"
"757";"";"Prijzenboekitem";"";"EAID_697512E4_0C8E_4be8_8E95_9E2E4BD50F85";"";"class";"";"";"Onderdeel van een prijzenboek";"";"";"";"";"";"";"";"";"";"9 Interne Organisatie > Vastgoed";"";"09072026-00:43:48"
"758";"";"Primair inkomstencomponent";"";"EAID_e0a328b0_21ff_469d_912e_63465279b5a1";"";"class";"";"";"Een persoon kan vanuit diverse bronnen inkomsten krijgen. Denk bijvoorbeeld aan alimentatie, loon, uitkering of zelfs vergoedingen voor maaltijden, onkosten, vervoer e.d. De inkomstencomponent vormt een deel van de totale inkomsten van een persoon. Hiermee leggen we vast het type inkomste, het bedrag en de periode waarover dat bedrag is ontvangen en de boekingsdatum waarop het bedrag is ontvangen.Dat laatste is belangrijk voor de verschillende perspectieven op inkomsten te onderscheiden naar loon-in en loon-over.Achtergrond hierbij zijn twee regelingenLoon wordt als regel toegerekend aan het tijdvak waarin het aan de werknemer is betaald (loon-in). Onder bepaalde voorwaarden mogen werkgevers het uitbetaalde loon toerekenen aan een verstreken loontijdvak. Dit wordt de 'loon-over-regeling' genoemd. Waarom populair: voor een werknemer kan het verstrekken van een uitkering e.d. niet in het kalenderjaar maar bijvoorbeeld in het jaar daarop, hem fiscaal gezien voordelen geven.Bij loon-over gaat het om twee regelingen:De eerste regeling houdt in dat een werkgever een in de maand januari van het nieuwe jaar gedane inhouding op loon dat de werknemer voor het voorgaande jaar nog toekomt, mag opnemen in de laatste aangifte over het oude jaar. Daarbij wordt de inhouding volgens de tarieven van het voorgaande jaar berekend. Deze regeling is structureel in de wet opgenomen.De tweede regeling houdt in dat de werkgever binnen het kalenderjaar loonbetalingen mag toerekenen aan de verstreken loontijdvakken waarop zij betrekking hebben, zo nodig door het indienen van correctieberichten.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"759";"ProcesVerbaalMoorMelding";"Proces-verbaal-MOOR-melding";"48bc7e60-2a17-4909-b475-b18938e79048";"EAID_2587938E_CF7F_499b_BB21_9CB8BBCC1DD2";"business-object";"class";"";"Officieel op papier gesteld verslag met betrekking tot heen MOOR-melding";"Officieel op papier gesteld verslag met betrekking tot heen MOOR-melding";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-48bc7e60-2a17-4909-b475-b18938e79048";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"760";"Procesverbaal Onderwijs";"Procesverbaal Onderwijs";"aa2cb2d9-8482-473c-a5bf-c042cb39352a";"EAID_697F1730_B439_4b35_8799_1B2E9AB04548";"business-object";"class";"business-object";"Een officieel document dat een overtreding van de leerplichtwet vastlegt.";"Een officieel document dat een overtreding van de leerplichtwet vastlegt.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-aa2cb2d9-8482-473c-a5bf-c042cb39352a";"";"";"4 Onderwijs > Leerplicht en Leerlingenvervoer";"";"09072026-00:43:48"
"761";"Product";"Product";"021bf2ce-98b1-4ca5-8785-4cc902b98f10";"EAID_FF566C6B_077B_4914_8AF7_40EB1EDD388A";"business-object";"class";"business-object";"Het resultaat van een proces dat in het economisch verkeer een waarde bezit.";"Het resultaat van een proces dat in het economisch verkeer een waarde bezit.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-021bf2ce-98b1-4ca5-8785-4cc902b98f10";"Product (Museum)";"";"5 Sport, Cultuur en Recreatie > Musea";"";"09072026-00:43:48"
"762";"Product";"Product";"3b8b01b0-7870-48fb-b4a7-6a5a593e4ea3";"EAID_D5DD2F67_6A1F_46b0_972E_795ECC4B2E4F";"business-object";"class";"business-object";"Het resultaat van een proces dat in het economisch verkeer een waarde bezit.";"Het resultaat van een proces dat in het economisch verkeer een waarde bezit.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-3b8b01b0-7870-48fb-b4a7-6a5a593e4ea3";"Product (ICT)";"";"9 Interne Organisatie > ICT";"";"09072026-00:43:48"
"763";"Product";"Product";"d7ab242e-b050-4af7-a400-d87ce1eceb43";"EAID_04439F81_75DB_45cf_BE7A_352A54A95D73";"business-object";"class";"business-object";"Het resultaat van een proces dat in het economisch verkeer een waarde bezit.";"Het resultaat van een proces dat in het economisch verkeer een waarde bezit.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-d7ab242e-b050-4af7-a400-d87ce1eceb43";"Product (Financien)";"";"9 Interne Organisatie > Financien";"";"09072026-00:43:48"
"764";"Product of dienst";"ProductOfDienst";"724f019e-158f-4404-8b57-3e1eae109fec";"EAID_4B871112_CB41_4bfb_BD43_117C63D31BB4";"business-object";"class";"product";"Bron: QP_CALENDAR. CFM_SERVICES";"Bron: QP_CALENDAR.CFM_SERVICES";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-724f019e-158f-4404-8b57-3e1eae109fec";"";"";"10 Dienstverlening";"";"09072026-00:43:48"
"765";"";"Productgroep";"";"EAID_209ACADD_34C7_4dc8_90AD_C6B3E092FBFD";"";"class";"";"";"Groepering van producten";"";"";"";"";"";"";"";"";"";"2 Verkeer, Vervoer en Waterstaat > Parkeren";"";"09072026-00:43:48"
"766";"";"Productgroep";"";"EAID_42EBA101_3E51_46d5_A234_EC7BA991D3AF";"";"class";"";"";"Groepering van producten";"";"";"";"";"";"";"";"";"";"5 Sport, Cultuur en Recreatie > Musea";"";"09072026-00:43:48"
"767";"ProductieEenheid";"Productie-eenheid";"15fbcddb-67b4-48a7-b2a6-1c11c514130b";"EAID_D3EF17C3_8100_4a61_9E67_F20924C15CEA";"business-object";"class";"";"Een (deel van een) productiemiddel, dat zelfstandig (ofwel onafhankelijk van de andere delen van het desbetreffende productiemiddel) kan worden ingezet.";"Een (deel van een) productiemiddel, dat zelfstandig (ofwel onafhankelijk van de andere delen van het desbetreffende productiemiddel) kan worden ingezet.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-15fbcddb-67b4-48a7-b2a6-1c11c514130b";"";"";"5 Sport, Cultuur en Recreatie > Musea";"";"09072026-00:43:48"
"768";"";"Productsoort";"";"EAID_1CB4051D_B78A_48f0_AE3E_A98D997A5612";"";"class";"";"";"Typologie van een product";"";"";"";"";"";"";"";"";"";"2 Verkeer, Vervoer en Waterstaat > Parkeren";"";"09072026-00:43:48"
"769";"";"Producttype";"";"EAID_03B4B3C0_3616_4ea2_A8B1_3D6754325F02";"";"class";"";"";"Een *producttype* is een categorie of variant van producten die dezelfde aard of kenmerken delen, waarmee producten binnen een groep worden ingedeeld op basis van gemeenschappelijke eigenschappen.";"";"Het begrip *producttype* verwijst naar de classificatie van producten binnen een bepaalde groep of categorie. In economische en administratieve contexten wordt dit gebruikt om producten te onderscheiden en te groeperen, bijvoorbeeld verschillende soorten melk binnen de zuivelcategorie (zoals magere melk, volle melk en karnemelk). Binnen data- of productcatalogi fungeert het producttype als **label of sjabloon** dat producten structureel groepeert zodat deze overzichtelijk beheerd en geanalyseerd kunnen worden.";"";"";"";"";"";"";"";"1 Veiligheid en Vergunningen";"";"09072026-00:43:48"
"770";"";"Profiel";"";"EAID_D8F2EAAD_7C80_4164_8171_C632F18A6742";"";"class";"";"";"";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"771";"";"Programma";"";"EAID_CA56A59A_F855_4c19_89BE_578B12481EA0";"";"class";"";"";"Een tijdelijke, flexibele organisatiestructuur, die is opgezet om de implementatie van een verzameling met elkaar samenhangende projecten en activiteiten te co&#246;rdineren, te sturen en te controleren teneinde te zorgen voor de realisatie van de eindresultaten en benefits die zijn gerelateerd aan de strategische doelstellingen van de organisatie.";"";"";"";"";"";"";"";"";"";"0 Bestuur, Politiek en Ondersteuning > Griffie";"";"09072026-00:43:48"
"772";"Programma";"Programma";"04bc18ef-7530-4fd3-82e4-2503e9229bbe";"EAID_3B84D5F0_FCA3_47a5_B90C_F0834DAD6EBD";"business-object";"class";"";"Een tijdelijke, flexibele organisatiestructuur, die is opgezet om de implementatie van een verzameling met elkaar samenhangende projecten en activiteiten te co√∂rdineren, te sturen en te controleren teneinde te zorgen voor de realisatie van de eindresulta";"Een tijdelijke, flexibele organisatiestructuur, die is opgezet om de implementatie van een verzameling met elkaar samenhangende projecten en activiteiten te co&#246;rdineren, te sturen en te controleren teneinde te zorgen voor de realisatie van de eindresultaten en benefits die zijn gerelateerd aan de strategische doelstellingen van de organisatie.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-04bc18ef-7530-4fd3-82e4-2503e9229bbe";"Programma (Museum)";"";"5 Sport, Cultuur en Recreatie > Musea";"";"09072026-00:43:48"
"773";"Programma";"Programma";"5c865df8-3c62-4302-9a7b-eb5bd9ba6785";"EAID_0E19C86B_9088_41bd_9DD0_15094426570E";"business-object";"class";"";"Een tijdelijke, flexibele organisatiestructuur, die is opgezet om de implementatie van een verzameling met elkaar samenhangende projecten en activiteiten te co√∂rdineren, te sturen en te controleren teneinde te zorgen voor de realisatie van de eindresulta";"Een tijdelijke, flexibele organisatiestructuur, die is opgezet om de implementatie van een verzameling met elkaar samenhangende projecten en activiteiten te co√∂rdineren, te sturen en te controleren teneinde te zorgen voor de realisatie van de eindresultaten en benefits die zijn gerelateerd aan de strategische doelstellingen van de organisatie.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-5c865df8-3c62-4302-9a7b-eb5bd9ba6785";"Programma (Organisatie)";"";"9 Interne Organisatie > Organisatie-indeling";"";"09072026-00:43:48"
"774";"";"Programmasoort";"";"EAID_43EF5733_B976_4f21_9906_5349FD861BB5";"";"class";"";"";"Typering van een programma";"";"";"";"";"";"";"";"";"";"5 Sport, Cultuur en Recreatie > Musea";"";"09072026-00:43:48"
"775";"Archeologisch onderzoek";"Project";"8d356375-d2fe-4939-8ed7-f1403fa8c96e";"EAID_E42A32F7_262F_4005_9EB9_4674B76E8825";"business-object";"class";"business-object";"Archeologisch onderzoeksproject dat door of in opdracht van de gemeente als bevoegd gezag wordt uitgevoerd, met bijbehorende besluiten, documentatie en vondsten.";"Geheel van activiteiten uitgevoerd in een tijdelijk samenwerkingsverband gericht op het binnen bepaalde randvoorwaarden (bv. tijd, geld) bereiken van een vooraf gedefinieerd resultaat.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-8d356375-d2fe-4939-8ed7-f1403fa8c96e";"Project (Archeologie)";"";"Erfgoed > Archeologie";"";"09072026-00:43:48"
"776";"Archeologisch onderzoek";"Project";"14baf353-fdc5-458c-9a2e-66b3ec04d9d0";"EAID_E1FAE16A_42AE_4b7d_88FC_F429079D1C4D";"business-object";"class";"business-object";"Archeologisch onderzoeksproject dat door of in opdracht van de gemeente als bevoegd gezag wordt uitgevoerd, met bijbehorende besluiten, documentatie en vondsten.";"Geheel van activiteiten uitgevoerd in een tijdelijk samenwerkingsverband gericht op het binnen bepaalde randvoorwaarden (bv. tijd, geld) bereiken van een vooraf gedefinieerd resultaat.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-14baf353-fdc5-458c-9a2e-66b3ec04d9d0";"Project (Omgevingswet)";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Omgevingswet";"";"09072026-00:43:48"
"777";"Archeologisch onderzoek";"Project";"132ee7cb-0cfc-47d1-a50c-dd7e3a656651";"EAID_7087D528_7024_4569_876A_C4605A00546D";"business-object";"class";"business-object";"Archeologisch onderzoeksproject dat door of in opdracht van de gemeente als bevoegd gezag wordt uitgevoerd, met bijbehorende besluiten, documentatie en vondsten.";"Geheel van activiteiten uitgevoerd in een tijdelijk samenwerkingsverband gericht op het binnen bepaalde randvoorwaarden (bv. tijd, geld) bereiken van een vooraf gedefinieerd resultaat.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-132ee7cb-0cfc-47d1-a50c-dd7e3a656651";"Project (Organisatie)";"";"9 Interne Organisatie > Organisatie-indeling";"";"09072026-00:43:48"
"778";"";"Projectactiviteit";"";"EAID_B31B867F_061E_42d4_AB8A_DB5589602969";"";"class";"";"";"Activiteit binnen het project";"";"";"";"";"";"";"";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Omgevingswet";"";"09072026-00:43:48"
"779";"Projectleider";"Projectleider";"fa52d5b0-b810-4f70-8e27-180b36fec342";"EAID_888BBB4F_BEBA_4b9a_BB2E_0E1F2A3606DF";"business-object";"class";"";"De persoon die een project aanstuurt";"De persoon die een project aanstuurt";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-fa52d5b0-b810-4f70-8e27-180b36fec342";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Bouwen en Wonen";"";"09072026-00:43:48"
"780";"Projectlocatie";"Projectlocatie";"f1461f1c-503e-47ba-a1e7-43204103b356";"EAID_D60910E1_6E36_4ebb_9687_2D2B1CE66E0B";"business-object";"class";"";"Fysieke locatie waar een project betrekking op heeft of wordt uitgevoerd.";"Fysieke locatie waar een project betrekking op heeft of wordt uitgevoerd.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-f1461f1c-503e-47ba-a1e7-43204103b356";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Omgevingswet";"";"09072026-00:43:48"
"781";"Projectontwikkelaar";"Projectontwikkelaar";"2e6cb8da-90a5-4c57-be64-5a82cfbddb12";"EAID_6BBB2AE0_6F42_4676_8C6C_E727032F5F47";"business-object";"class";"";"Een persoon of een firma die een project ontwikkelt voor financieel gewin.";"Een persoon of een firma die een project ontwikkelt voor financieel gewin.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-2e6cb8da-90a5-4c57-be64-5a82cfbddb12";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Bouwen en Wonen";"";"09072026-00:43:48"
"782";"Provincie";"Provincie";"3d323476-1d44-4b8f-87bf-a6157bf888e5";"EAID_5A8F56B7_AE35_4212_B059_DAD064EDBAB8";"business-object";"class";"";"Een gedeelte van de wereld met een eigen bestuur, waarvan de soevereiniteit in ieder geval door Nederland is erkend.";"Een gedeelte van de wereld met een eigen bestuur, waarvan de soevereiniteit in ieder geval door Nederland is erkend.";"";"";"";"";"GFO BG";"";"https://gemmaonline.nl/index.php/GEMMA/id-3d323476-1d44-4b8f-87bf-a6157bf888e5";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"783";"";"ProxyConnector";"";"EAID_5E685C97_7E21_492d_BAA7_AC7F5AE05A6D";"";"class";"";"";"";"";"";"";"";"";"";"";"";"";"3 Economie";"";"09072026-00:43:48"
"784";"";"ProxyConnector";"";"EAID_EAE2ABE3_531A_416e_A614_AD288E635512";"";"class";"";"";"";"";"";"";"";"";"";"";"";"";"3 Economie";"";"09072026-00:43:48"
"785";"";"Proxyconnector";"";"EAID_D1725B4A_DD7E_478f_999E_ECFD46D07B00";"";"class";"";"";"";"";"";"";"";"";"";"";"";"";"5 Sport, Cultuur en Recreatie > Musea";"";"09072026-00:43:48"
"786";"";"Proxyconnector";"";"EAID_E98235C8_0A7C_4e6c_B182_4DFBF81CDAF5";"";"class";"";"";"";"";"";"";"";"";"";"";"";"";"5 Sport, Cultuur en Recreatie > Musea";"";"09072026-00:43:48"
"787";"";"Proxyconnector";"";"EAID_0C8A7D1C_78AB_4041_B809_4E623B151AF8";"";"class";"";"";"";"";"";"";"";"";"";"";"";"";"5 Sport, Cultuur en Recreatie > Sport";"";"09072026-00:43:48"
"788";"";"Proxyconnector";"";"EAID_B20318D0_EB2F_4ba1_B2BE_2BDDD4846143";"";"class";"";"";"";"";"";"";"";"";"";"";"";"";"5 Sport, Cultuur en Recreatie > Sport";"";"09072026-00:43:48"
"789";"";"Proxyconnector";"";"EAID_BADEA7EB_6D8A_4897_8652_562D161CB303";"";"class";"";"";"";"";"";"";"";"";"";"";"";"";"5 Sport, Cultuur en Recreatie > Sport";"";"09072026-00:43:48"
"790";"";"Proxyconnector";"";"EAID_D41DFD6D_FEF0_4180_8ED2_9A95418AA939";"";"class";"";"";"";"";"";"";"";"";"";"";"";"";"5 Sport, Cultuur en Recreatie > Sport";"";"09072026-00:43:48"
"791";"";"Punt";"";"EAID_20437683_6777_4c7b_B44B_1E3A216239AA";"";"class";"";"";"Plaats in de ruimte";"";"";"";"";"";"";"";"";"";"99 Kern";"";"09072026-00:43:48"
"792";"";"Puntengroep";"";"EAID_4C0C5DDB_E5BA_42a0_BA5B_65E2D433B16C";"";"class";"";"";"Verzameling van punten";"";"";"";"";"";"";"";"";"";"99 Kern";"";"09072026-00:43:48"
"793";"Put";"Put";"6ace770c-ac42-4d79-bd84-145f77968360";"EAID_17286CE1_21F2_454b_95A6_3E4C0C6E2453";"business-object";"class";"business-object";"Verticale waterdichte constructie, toegepast om leidingen aan te sluiten, van richting of niveau te veranderen, om toegang te verschaffen aan personeel en/of apparatuur voor inspectie en onderhoud, en om beluchting en ventilatie mogelijk te maken";"Grondspoor, veelal verstevigd en gefundeerd aangelegd, bedoeld voor de tijdelijke opslag van danwel water (waterput) danwel uitwerpselen en afval (beerput).";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-6ace770c-ac42-4d79-bd84-145f77968360";"Put (Archeologie)";"Drainageput, Filterput, Infiltratieput, Rioolput";"Erfgoed > Archeologie";"";"09072026-00:43:48"
"794";"Put";"Put";"1208ebe7-a18a-40fc-bb6e-87dd2dd7de2a";"EAID_B7168388_9EB9_4C95_B35E_1BA2660849E";"business-object";"class";"business-object";"Verticale waterdichte constructie, toegepast om leidingen aan te sluiten, van richting of niveau te veranderen, om toegang te verschaffen aan personeel en/of apparatuur voor inspectie en onderhoud, en om beluchting en ventilatie mogelijk te maken";"Verticale waterdichte constructie, toegepast om leidingen aan te sluiten, van richting of niveau te veranderen, om toegang te verschaffen aan personeel en/of apparatuur voor inspectie en onderhoud, en om beluchting en ventilatie mogelijk te maken";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-1208ebe7-a18a-40fc-bb6e-87dd2dd7de2a";"Put (Beheer Openbare Ruimte)";"Drainageput, Filterput, Infiltratieput, Rioolput";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"795";"";"Putdeksel";"";"EAID_F111E740_26A6_477B_935D_CA5570D4FC8";"";"class";"";"";"Deksel met als functie het afdekken van een put (GWSW). Dekt meestal de opening van een rioolput af, is meestal rond,  van zwaar metaal, soms van kunststof.";"";"";"";"";"";"";"";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"796";"";"RSGB";"";"EAID_47012752_161F_4b30_BB79_4F4F04B9C734";"";"class";"";"";"";"";"";"";"";"";"";"";"";"";"99 Kern > RGBZPlus";"";"09072026-00:43:48"
"797";"";"RSGB";"";"EAID_1C092D44_571B_4903_BE7C_274931EB1A80";"";"class";"";"";"";"";"";"";"";"";"";"";"";"";"99 Kern > RGBZPlus";"";"09072026-00:43:48"
"798";"Raadscommissie";"Raadscommissie";"62126697-6498-4c0a-a84e-2275138c2eaa";"EAID_CB27D699_F82B_45ad_823A_B2B51BCAECBA";"business-object";"class";"";"Een raadscommissie binnen de Nederlandse gemeenteraad is een groep raadsleden die zich buigt over specifieke thema's of beleidsonderwerpen om de besluitvorming in de volledige raad voor te bereiden en te ondersteunen.";"Een raadscommissie binnen de Nederlandse gemeenteraad is een groep raadsleden die zich buigt over specifieke thema's of beleidsonderwerpen om de besluitvorming in de volledige raad voor te bereiden en te ondersteunen.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-62126697-6498-4c0a-a84e-2275138c2eaa";"";"";"0 Bestuur, Politiek en Ondersteuning > Griffie";"";"09072026-00:43:48"
"799";"Raadslid";"Raadslid";"db373678-134a-4333-9d49-e86faf5ce531";"EAID_5772BEBB_97FA_42a9_B70D_DB55EAD6D1EE";"business-object";"class";"business-object";"Iemand die behoort tot de gemeenteraad.";"Iemand die behoort de gemeenteraad";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-db373678-134a-4333-9d49-e86faf5ce531";"";"";"0 Bestuur, Politiek en Ondersteuning > Griffie";"";"09072026-00:43:48"
"800";"Raadslid";"Raadslid";"db373678-134a-4333-9d49-e86faf5ce531";"EAID_5772BEBB_97FA_42a9_B70D_DB55EAD6D1EE";"business-object";"class";"business-role";"Het lidmaatschap van de gemeenteraad: de verantwoordelijkheid van volksvertegenwoordiging, kaderstelling en controle, vervuld door een gekozen persoon.";"Iemand die behoort de gemeenteraad";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-db373678-134a-4333-9d49-e86faf5ce531";"";"";"0 Bestuur, Politiek en Ondersteuning > Griffie";"";"09072026-00:43:48"
"801";"Raadsstuk";"Raadsstuk";"378dab8d-1135-40b8-9ed5-3591a89c75c2";"EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE";"business-object";"class";"business-object";"Stuk dat door de gemeenteraad wordt behandeld";"Stuk dat door de gemeenteraad wordt behandeld";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-378dab8d-1135-40b8-9ed5-3591a89c75c2";"";"";"0 Bestuur, Politiek en Ondersteuning > Griffie";"";"09072026-00:43:48"
"802";"Rapportagemoment";"Rapportagemoment";"0ae46688-6cc8-4553-adc7-04b2ed7b8b8f";"EAID_20CA8283_CE99_455c_BF4D_EAE3DF41AE5B";"business-object";"class";"";"Een vantevoren bepaald tijdstip waarom een gegevensanalyse wordt uitgevoerd";"Een vantevoren bepaald tijdstip waarom een gegevensanalyse wordt uitgevoerd";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-0ae46688-6cc8-4553-adc7-04b2ed7b8b8f";"";"";"9 Interne Organisatie > Subsidies";"";"09072026-00:43:48"
"803";"";"Recht";"";"EAID_1CC0F6E1_888E_945B_4A20_28C0FB594D4C";"";"class";"";"";"Het bepaalde recht op het verkrijgen van een dienst. Het recht is opgebouwd uit conclusies op relevante voorwaarden voor het verkrijgen van een dienst.";"";"";"";"";"";"";"";"";"";"Inkomen > Diensten";"";"09072026-00:43:48"
"804";"Rechthebbende";"Rechthebbende";"be17bc1c-f653-4b92-8f97-9e9219502be5";"EAID_9AE5BCE3_AD6D_4241_9651_823400E3745F";"business-object";"class";"business-role";"Een rechthebbende is iemand die rechten heeft op een goed.";"Een rechthebbende is iemand die rechten heeft op een goed.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-be17bc1c-f653-4b92-8f97-9e9219502be5";"";"";"Erfgoed > Archief";"";"09072026-00:43:48"
"805";"";"Rechtmaand";"";"EAID_0DF4970C_7D69_27D9_7976_263C0A6C41DC";"";"class";"";"";"Een vordering in het kader van de bijvoorbeeld de bijstand kan over meerdere kalendermaanden betreffen. In die maanden had de debiteur recht op die bijstand. Zo'n maand onder die vordering noemt men een rechtmaand.Rechtmaanden worden geadministreerd onder een vorderingscomponent bij de vordering. Als de vordering meerdere rechtmaanden bevat die of niet opvolgend zijn of een jaargrens passeren, dan worden die rechtmaanden opgesplitst in reeksen van opvolgende rechtmaanden binnen een jaar. Elke opsplitsing vormt dan een vorderingscomponent.";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
"806";"Rechtspersoon";"Rechtspersoon";"cad45b80-14d3-4a0c-a906-0c1614dc9570";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"business-object";"class";"";"Een NATUURLIJK PERSOON of een NIET-NATUURLIJK PERSOON";"Een NATUURLIJK PERSOON of een NIET-NATUURLIJK PERSOON";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-cad45b80-14d3-4a0c-a906-0c1614dc9570";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"807";"";"Reden aanvraag";"";"EAID_cac6d8c1_42e6_41cb_9907_3c65c081afba";"";"class";"";"";"Reden waarom dienst wordt aanvraagd bij gemeente.";"";"";"";"";"";"";"";"";"";"Inkomen > Reden aanvraag";"";"09072026-00:43:48"
"808";"";"Reden aanvraag Levensonderhoud";"";"EAID_0BCC5755_9F69_A5D7_4387_2791BFCD4782";"";"class";"";"";"*Reden aanvraag Levensonderhoud* is een categorie binnen het GBI-Ontologiemodel die aangeeft dat een cliënt een inkomensdienst aanvraagt vanwege een situatie waarin **middelen voor levensonderhoud ontbreken of zijn weggevallen**, en deze aanleiding geeft voor ondersteuning.";"";"Binnen het GBI-model *Reden aanvraag* worden verschillende specifieke redenen gegroepeerd onder *Levensonderhoud* om vast te leggen waarom een persoon inkomensondersteuning aanvraagt. Dit omvat situaties waarin het inkomen is weggevallen of onvoldoende is, zoals **gestopt betaald werk, gestopte uitkering, gestopte detentie, verbroken relatie, overleden partner** en andere omstandigheden die direct invloed hebben op het bestaan en de mogelijkheid om in het levensonderhoud te voorzien. Door deze reden te registreren kan een gemeente administratief structureren welke achterliggende situatie de aanvraag voor een inkomensvoorziening — zoals een bijstandsuitkering — verklaart.";"";"";"";"";"";"";"";"Inkomen > Reden aanvraag";"";"09072026-00:43:48"
"809";"";"Reden afwijkende startdatum";"";"EAID_ed8f8dba_b936_40ad_b443_1ee91b8fe046";"";"class";"";"";"*Reden afwijkende startdatum* is een categorie binnen het GBI-Ontologiemodel die aangeeft **waarom de ingangsdatum van een dienst of uitkering afwijkt van de standaard startdatum** (bijv. de datum van eerste melding).";"";"In het **GBI-model *Reden aanvraag*** representeert *Reden afwijkende startdatum* situaties waarin de **startdatum van een dienst (zoals een bijstandsuitkering)** niet samenvalt met de datum van eerste melding of aanvraag. Dit kan bijvoorbeeld voorkomen wanneer iemand **wacht op een beslissing van een instantie**, **opname in een instelling heeft**, of **vertraging ondervindt door zaken zoals het verkrijgen van DigiD**. Door dit als aparte reden te registreren kan de gemeente expliciet documenteren welke omstandigheid heeft geleid tot een afwijking van de standaard startdatum, wat relevant is voor planning, rechtmatigheid en administratieve afhandeling.";"";"";"";"";"";"";"";"Inkomen > Reden aanvraag";"";"09072026-00:43:48"
